index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det;lat_corrigida;long_corrigida;endereco_google
30892;42615;2722097;-983.087.565.650.446;-36.735.789.260.001.700;UNIDADE BASICA DE SAUDE AURELINO RODRIGUES DE PAULA;POVOADO MATA LIMPA;S/N;ZONA RURAL;;57330000.0;AL;Lagoa da Canoa;2016;5;-69.325.144;-3.571.154;Mata Limpa, Areia - PB, 58397-000, Brazil
30895;42463;2724812;-39.739.072.322.844.300;-407.593.202.590.931;UNIDADE BASICA DE SAUDE DE CAETANO;SITIO CAETANO;35;ZONA RURAL;;62365000.0;CE;Graça;2016;5;-40.445.958;-407.493.892;Graça, CE, 62365-000, Brazil
30897;42523;2713667;-7.649.704.499.999.990;-401.502.087.501.672;ESF SERRA BRANCA;RUA ENEAS SOTERO;S/N;SERRA BRANCA;;56260000.0;PE;Ipubi;2016;5;-75.665.475;-402.335.805;Serra Branca, Ipubi - PE, 56260-000, Brazil
30898;42563;2717816;-22.820.234.298.705.300;-448.980.331.420.885;UNIDADE DE SAUDE DA FAMILIA MONTE CRISTO;POVOADO DE MONTE CRISTO;S/N;ZONA RURAL;;65267000.0;MA;Central do Maranhão;2016;5;-21.968.361;-448.293.246;Central do Maranhão, MA, 65267-000, Brazil
30900;42575;2719614;-949.359.297.752.353;-358.448.910.713.185;USF PROF JOAO FERREIRA DA ROCHA;TRAVESSA 16 DE SETEMBRO;S/N;GUSTAVO PAIVA;;57100000.0;AL;Rio Largo;2016;5;-95.064.025;-358.483.833;Rua gustavo paiva,15 - Av. Comendador Luís Jardim, 263 - Conj. Mutirao, Rio Largo - AL, 57100-000, Brazil
30901;42604;2721252;-9.934;-36.554;POSTO DE SAUDE SAPE;POVOADO SAPE;1;ZONA RURAL;(82)5421355;57275000.0;AL;São Sebastião;2016;5;-9.930.862.999.999.990;-365.592.982;São Sebastião, State of Alagoas, 57275-000, Brazil
30903;42654;2725517;-72.712.218.761.442.000;-405.015.921.592.701;UNIDADE BASICA DE SAUDE DO RONCADOR;SITIO RONCADOR;S/N;SITIO RONCADOR;;63155000.0;CE;Salitre;2016;5;-72.795.726;-404.595.435;Estr. Roncador, Salitre - CE, 63155-000, Brazil
30908;42524;2713624;-790.654;-3.490.005;USF JAGUARIBE;SITIO JAGUARIBE;211;JAGUARIBE;(81)35423230;53510470.0;PE;Abreu e Lima;2016;5;-7.911.394.599.999.990;-348.818.821;Estrada de Jaguaribe, 211, Abreu e Lima - PE, Brazil
30910;42543;2714183;-7.897.882.461.547.620;-35.169.575.214.385;PSF PRIMAVERA II;RUA PLANEJADA;24;LOTEAMENTO PRIMAVERA;;55825000.0;PE;Paudalho;2016;5;-7.899.240.600.000.000;-351.687.897;R. Vinte e Dois, 503-565, Paudalho - PE, 55825-000, Brazil
30913;42603;2721465;-900.130.033.493.016;-37.685.637.474.059;UBS MORRO VERMELHO;POVOADO MORRO VERMELHO;S/N;ZONA RURAL;;57540000.0;AL;Mata Grande;2016;5;-91.186.648;-377.326.388;Mata Grande, State of Alagoas, 57540-000, Brazil
30918;42409;2697971;-25.240.981.578.826.200;-442.166.662.216.174;CENTRO DE SAUDE DJALMA MARQUES;AV 01;S/N;TURU;;65065680.0;MA;São Luís;2016;5;-25.261.898;-442.417.741;Av. Um, São Luís - MA, Brazil
30921;42601;2720892;-998.215.198.516.817;-365.448.188.781.728;POSTO DE SAUDE MATA;POVOADO MATA;S/N;ZONA RURAL;(82)5421355;57275000.0;AL;São Sebastião;2016;5;-9.930.862.999.999.990;-365.592.982;São Sebastião, State of Alagoas, 57275-000, Brazil
30922;42441;2702878;-260.340.571.403.496;-442.119.884.490.954;CENTRO DE SAUDE SANTA BARBARA;RUA PRINCIPAL;180;SANTA BARBARA;(98)32573417;65050000.0;MA;São Luís;2016;5;-26.034.294;-442.118.828;Rua Principal, 180 - São Cristovao, São Luís - MA, 65095-615, Brazil
30923;42653;2725401;-495.409;-3.799.275;UNIDADE BASICA DE SAUDE PITOMBEIRA;SITIO PITOMBEIRA I;S/N;ZONA RURAL;;62900000.0;CE;Russas;2016;5;-49.540.884;-379.927.457;Pitombeira, Russas - CE, 62900-000, Brazil
30924;42621;2722046;-9.478;-35.853;USF HUDSON FERREIRA DA SILVA;RUA SAO MIGUEL;66;CENTRO;;57100000.0;AL;Rio Largo;2016;5;-9.482.586.999.999.990;-358.493.188;R. São Miguel, 66 - Conj. Mutirao, Rio Largo - AL, 57100-000, Brazil
30925;42514;2712784;-784.477.430.130.535;-3.751.882.111.849.620;ESF SANTA ANA;AVENIDA ODILON RODRIGUES DA CRUZ;S/N;SANTANA ANA;;56840000.0;PE;Iguaracy;2016;5;-78.350.517;-375.222.755;Iguaraci - State of Pernambuco, 56840-000, Brazil
30927;42655;2725894;-704.032.659.530.619;-39.294.362.068.175.100;POSTO DE SAUDE DO PERNAMBUQUINHO;RUA FRANCISCO LIRA FEITOSA;S/N;PERNAMBUQUINHO;;63220000.0;CE;Caririaçu;2016;5;-7.042.590.199.999.990;-39.280.022;R. Sebastião Feitosa, Caririaçu - CE, 63220-000, Brazil
30929;42585;2720299;-974.447.607.994.051;-367.529.797.554.005;POSTO DE SAUDE BARRO VERMELHO LAGOA DA CANOA;SITIO BARRO VERMELHO;S/N;ZONA RURAL;;57330000.0;AL;Lagoa da Canoa;2016;5;-98.305.065;-367.363.584;Lagoa da Canoa, State of Alagoas, 57330-000, Brazil
30931;42595;2721163;-9.931.610.389.742.440;-364.715.218.222.232;UNIDADE BASICADE SAUDE DA FAMILIA RIACHAO;POVOADO RIACAHO;S/N;NAO CONSTA;(82)5411218;57270000.0;AL;Junqueiro;2016;5;-9.833.333;-364.166.669;Riachão, Junqueiro - AL, 57270-000, Brazil
30934;42609;2721848;-93.235.470.553.658;-36.477.222.076.661.700;UNIDADE DA FAMILIA PREFEITO EXPEDITO MEDEIROS COSTA;SITIO RIACHAO;S/N;ZONA RURAL;;57750000.0;AL;Quebrangulo;2016;5;-93.204.345;-364.695.688;Quebrangulo, State of Alagoas, 57750-000, Brazil
30935;42507;2712814;-8.598.561.286.926.010;-35.768.458.843.230.200;POSTO DE SAUDE DE L GRANDE I;AVENIDA JOAO CLEMENTINO;S/N;L GRANDE;(81)36731360;55400000.0;PE;Catende;2016;5;-8.596.698.199.999.990;-357.652.985;Avenida João Clementino, Catende - PE, 55400-000, Brazil
30936;42613;2721619;-100.096.929.073.331;-360.256.934.165.944;USF FUNDACAO;RUA SANTA CRUZ;S/N;CENTRO;(82)2765127;57255000.0;AL;Jequiá da Praia;2016;5;-100.107.104;-360.258.973;Jequiá da Praia, AL, 57244-000, Brazil
30937;42457;2703920;-812.024.380.215.452;-38.734.564.582.276.700;USF COHAB;RUA JOAQUIM LUCAS DE BARROS;S/N;CENTRO;(87)38851025;56980000.0;PE;Mirandiba;2016;5;-81.159.689;-387.275.781;R. Joaquim Lucas de Barros, Mirandiba - PE, 56980-000, Brazil
30939;42666;2726408;-52.438.038.698.773.400;-38.129.737.128.172;UNIDADE DE SAUDE DA FAMILIA DA PEDRA PRETA;PEDRA PRETA;S/N;PEDRA PRETA;;62960000.0;CE;Tabuleiro do Norte;2016;5;-16.621.352;-544.814.404;Pedra Preta, State of Mato Grosso, 78795-000, Brazil
30940;42411;2697858;-14.775.020.000.000.000;-3.927.048;USF DR RAYMUNDO BRANDAO FREIRE;RUA PRINCIPAL;S/N;NOVA CALIFORNIA;(73)6139021;45603805.0;BA;Itabuna;2016;5;-147.622.319;-392.601.381;R. Principal - Nova Califórnia, Itabuna - BA, Brazil
30941;42628;2722461;-900.819.897.651.646;-36.062.514.781.950.800;UNIDADE SAUDE DA FAMILIA AMAURY VASCONCELOS DE ANDRADE;AV NOSSA SENHORA APARECIDA;S/N;JURITI;(82)2851247;57860000.0;AL;São José da Laje;2016;5;-228.468.938;-452.315.651;Aparecida - State of São Paulo, Brazil
30945;42648;2725215;-433.911.681.175.219;-390.179.443.359.364;POSTO DE SAUDE DE LAMEIRAO;SITIO LAMEIRAO;S/N;LAMEIRAO;3430782;62764000.0;CE;Mulungu;2016;5;-39.121.496;-386.762.478;Lameirão, Maranguape - CE, Brazil
30946;42660;2726270;-37.181.300.000.000.000;-4.098.448;U B S DA FAMILIA DA RODOVIARIA RAIMUNDO NOGUEIRA BEVILAQUA;BAIRRO RODOVIARIA;S/N;RODOVIARIA;;62320000.0;CE;Tianguá;2016;5;-37.156.266;-409.885.365;Rodoviária de Tianguá - Av. Pref. Jaques Nunes - Lions Club, Tianguá - CE, 62320-000, Brazil
30947;42544;2714329;-837.527.275.085.425;-354.559.922.218.312;PSF JOAO PAULO II;RUA DAS HORTENCIAS;1;JOAO PAULO II;;55515000.0;PE;Amaraji;2016;5;-83.744.836;-354.585.477;R. das Hortências, Amaraji - PE, 55515-000, Brazil
30949;42444;2703165;-773.789.513.366.546;-356.029.820.966.855;POSTO DE SAUDE DA FAMILIA DE JUNDIAI;SITIO JUNDIAI;S/N;JUNDIAI;;55745000.0;PE;Orobó;2016;5;-231.857.076;-468.978.057;Jundiaí, State of São Paulo, Brazil
30950;42538;2714272;-8.587.542.772.292.830;-351.200.079.917.897;PSF PORTO DE PEDRA;R D MARIA DE SOUZA;S/N;PORTO DE PEDRA;( );55580000.0;PE;Sirinhaém;2016;5;-85.886.849;-351.176.496;Travessa Dona Maria de Souza, Sirinhaém - PE, 55580-000, Brazil
30951;42632;2722607;-991.658;-36.350.159.999.999.900;USF 13 JOSE BELARMINO SOARES;RUA MARIA AUGUSTA;S/N;CENTRO;8235431114;57265000.0;AL;Teotônio Vilela;2016;5;-9.906.920.999.999.990;-363.497.281;R. Maria Augusta, Teotônio Vilela - AL, 57265-000, Brazil
30952;42484;2708965;-422.593;-3.891.857;PSF DA SEDE I;RUA CEL EPIFANIO;S/N;CENTRO;3251374;62770000.0;CE;Pacoti;2016;5;-51.080.409;-383.731.581;R. Cel. José Epifânio, Morada Nova - CE, 62940-000, Brazil
30953;42533;2713918;-784.236.073.493.935;-35.130.543.708.800.200;PSF CHA DO CONSELHO;DISTRITO DE CHA DO CONSELHO;S/N;CHA DO CONSELHO;;55825000.0;PE;Paudalho;2016;5;-78.341.238;-351.434.357;Estr. Chá do Conselho, Paudalho - PE, 55825-000, Brazil
30954;42506;2712806;-85.971.343.517.301;-35.767.214.298.247.200;POSTO DE SAUDE DE L GRANDE II;RUA CORONEL MENDO SAMPAIO;S/N;L GRANDE;;55400000.0;PE;Catende;2016;5;-86.710.253;-357.208.267;R. Cel. Mendo Sampaio - Centro, Catende - PE, 55400-000, Brazil
30956;42622;2722089;-949.807.763.099.643;-35.817.253.589.629.100;USF PEDRO JACINTO;RUA BAR NOSSO;S/N;TABULEIRO DO PINTO;;57100000.0;AL;Rio Largo;2016;5;-94.972.101;-358.173.579;R. Bar Nosso - Conj. Napoleao Viana, Rio Largo - AL, 57100-000, Brazil
30958;42584;2720442;-9.931.610.389.742.440;-364.715.218.222.232;POSTO DE SAUDE COROA DE AREIA;POVOADO COROA DE AREIA;S/N;ZONA RURAL;(82)5411218;57270000.0;AL;Junqueiro;2016;5;-99.073.899;-364.806.764;Junqueiro, State of Alagoas, 57270-000, Brazil
30964;42561;2717689;-7.221.395.200.000.000;-393.077.184;UBS PIO XII IV;RUA EPITACIO PESSOA;621;PIO XII;88 35112270;63030180.0;CE;Juazeiro do Norte;2016;5;-72.165.177;-39.308.731;R. Epitácio Pessoa, 621 - Franciscanos, Juazeiro do Norte - CE, 63020-160, Brazil
30965;42449;2703653;-77.022.850.513.456;-356.543.469.429.006;POSTO DE SAUDE DA FAMILIA DE UMBURETAMA;RODOVIA PE 090;S/N;UMBURETAMA;;55745000.0;PE;Orobó;2016;5;-7.828.360.099.999.990;-356.614.423;PE-090, Pernambuco, Brazil
30967;42546;2714213;-7.895.382.642.745.740;-4.008.917.570.114.020;USF SANTA MARIA;TRAVESSA CAPIM GROSSO;88;SANTA MARIA;(87)38741595;56200000.0;PE;Ouricuri;2016;5;-78.953.632;-400.893.378;Tv. Capim Grosso, 88 - Vila Ipsep, Ouricuri - PE, 56200-000, Brazil
30975;42459;2704099;-801.146.864.891.029;-360.600.900.650.014;PSF FAZENDA VELHA;RUA CAPITAO JOAO DOS SANTOS;S/N;DUQUE DECAXIAS;;55125000.0;PE;Toritama;2016;5;-80.116.259;-3.606.177.539.999.990;R. Cap. João Santos, Toritama - PE, 55125-000, Brazil
30976;42619;2722070;-9.9;-36.678.000.000.000.000;UNIDADE DE SAUDE DA FAMILIA OLHO DAGUA DO MEIO;POVOADO OLHO DAGUA DO MEIO;S/N;ZONA RURAL;(82) 5241100;57340000.0;AL;Feira Grande;2016;5;-9.894.980.799.999.990;-3.670.380.979.999.990;Olho d'Água do Meio, Feira Grande - AL, 57340-000, Brazil
30978;42536;2714132;-7.880.198;-354.552.610.509.597;UNIDADE DE SAUDE DA FAMILIA DO JUA;RUA ANALIA DE ANDRADE LIMA;33;JUA;(81)36282250;55700000.0;PE;Limoeiro;2016;5;-78.842.553;-354.488.599;R. Profa. Jandira de Andrade Lima, 33 - José Fernades Salsa, Limoeiro - PE, 55700-000, Brazil
30985;42623;2721937;-901.106.588.188.022;-360.573.877.321.467;UNIDADE DE SAUDE DA FAMILIA ARTHUR ORLANDO DE A BEZERRA;USINA SERRA GRANDE;S/N;ZONA RURAL;(82)2851247;57860000.0;AL;São José da Laje;2016;5;-89.733.173;-360.663.127;Praça Coronoel Carlos Lira, s/n, São José da Laje - AL, 57860-000, Brazil
30988;42580;2719835;-963.573;-3.720.518;CENTRO DE SAUDE PREFEITO ANTONIO FIGUEIREDO;RUA FERNANDO ARAUJO SOUTO;S/N;CENTRO;(82) 35341194;57430000.0;AL;Jacaré dos Homens;2016;5;-9.634.032.099.999.990;-372.060.029;R. Fernando Araújo Souto, Jacaré dos Homens - AL, 57430-000, Brazil
30993;42515;2713551;-7.910.539.999.999.990;-3.490.692;USF CAETES III B;RUA QUARENTA E NOVE;185;CAETES III;;53545040.0;PE;Abreu e Lima;2016;5;-7.911.816.999.999.990;-34.908.166;R. Quarenta e Nove, 185 - Caetés III, Abreu e Lima - PE, 53545-040, Brazil
30995;42517;2713209;-797.888.394.183.413;-355.816.849.952.226;USF OLHO D AGUA DE FIGUEIRAS;SITIO OLHO DAGUA DE FIGUEIRAS;1;ZONA RURAL;;55650000.0;PE;Passira;2016;5;-7.997.516.999.999.990;-355.815.816;Passira, State of Pernambuco, 55650-000, Brazil
30999;42650;2724960;-49.403.638;-379.828.807;UNIDADE BASICA DE SAUDE CATUMBELA;RUA RAIMUNDO AGOSTINHO SANTIAGO;1390;CATUMBELA;(88) 4110220;62900000.0;CE;Russas;2016;5;-4.940.111;-37.988.472;R. Raimundo Agostinho Santiago, 1390 - Planalto da Catumbela, Russas - CE, 62900-000, Brazil
31003;42638;2722720;-9.013.639.999.999.990;-3.522.199.000.000.000;USF JOSE ALVIM FONTES;RUA DA PRAIA SAO BENTO;S/N;CENTRO;(82) 2967102;57955000.0;AL;Maragogi;2016;5;-9.046.223;-35.238.073;Rua Manoel Santos Rangel - Praia de, Maragogi - AL, 57955-000, Brazil
31004;42535;2714124;-889.037.420.790.994;-362.848.143.554.983;PSF JOSE BEZERRA DE ARAUJO;RUA MARIO AUGUSTO T FREITAS;S/N;CENTRO;(87)37881156;55430000.0;PE;Angelim;2016;5;-8.891.280.199.999.990;-362.823.382;Rua Mário Augusto T de Freitas, Angelim - PE, 55430-000, Brazil
31005;42602;2721481;-913.707.375.526.402;-35.749.876.499.175;PSF PROF YOLITA ARAUJO DE MOURA;RUA DR NELITO;S/N;CENTRO;082-3252-1485;57980000.0;AL;Joaquim Gomes;2016;5;-9.136.833;-357.491.599;R. Dr. Nelito, Joaquim Gomes - AL, 57980-000, Brazil
31008;42647;2724863;-32.255.709.171.294.200;-400.783.610.343.921;POSTO DE SAUDE DE BOM PRINCIPIO;DISTRITO DE BOM PRINCIPIO;S/N;CENTRO;6651179;62550000.0;CE;Morrinhos;2016;5;-3.216.667;-40.066.667;Bom Principio, Morrinhos - CE, 62550-000, Brazil
31009;42594;2721090;-10.058;-36.817;POSTO DE SAUDE POVOADO OITEIRO ALTO;POVOADO OITEIRO ALTO;S/N;ZONA RURAL;(82)5350113;57390000.0;AL;Olho d'Água Grande;2016;5;-100.572.517;-368.149.959;Olho d'Água Grande - State of Alagoas, 57390-000, Brazil
31014;42447;2703483;-899.654.746.055.577;-402.702.784.538.257;ESTRATEGIA DE SAUDE DA FAMILIA ESF 01;RUA CHILE;71;CENTRO;(87)3869 9068;56395000.0;PE;Lagoa Grande;2016;5;-89.930.132;-402.719.816;Lagoa Grande, PE, 56395-000, Brazil
31015;42605;2721260;-9.930.567.741.393.750;-365.214.729.309.071;POSTO DE SAUDE SERRA;POVOADO SERRA;S/N;ZONA RURAL;(82)5421355;57275000.0;AL;São Sebastião;2016;5;-9.930.862.999.999.990;-365.592.982;São Sebastião, State of Alagoas, 57275-000, Brazil
31018;42616;2722054;-930.390.715.599.033;-368.851.375.579.823;UNIDADE DE SAUDE DA FAMILIA JIQUIRI;SITIO JIQUIRI;S/N;ZONA RURAL;;57615000.0;AL;Minador do Negrão;2016;5;-9.312.782;-368.698.863;Minador do Negrão, AL, 57615-000, Brazil
31020;42626;2722011;-90.131;-3.605.795;UNIDADE DE SAUDE DA FAMILIA DR ZIRELI DE OLIVEIRA VALENCA;RUA COLAGEM VALENCA;S/N;TIJUCA;(82)2851247;57860000.0;AL;São José da Laje;2016;5;-90.129.328;-360.543.719;R. da Tijuca, São José da Laje - AL, 57860-000, Brazil
31023;42611;2721570;-953.536.033.630.343;-358.105.802.536;USF EDUARDO CAMPOS II;AV PASTOR PEDRO JOSUE LINS;S/N;FORENE;;57100000.0;AL;Rio Largo;2016;5;-95.297.324;-357.914.148;Rua da Forene - Cidade Universitária, Maceió - AL, Brazil
31024;42629;2722534;-901.106.588.188.022;-360.573.877.321.467;UNIDADE SAUDE DA FAMILIA DR ARTHUR CAMELO VERAS;CONJ RESID MARIO DA COSTA GUIMARAES;S/N;COHAB;(82)2851247;57860000.0;AL;São José da Laje;2016;5;4.144.253;-82.917.857;Guimaraes, Portugal
31025;42532;2713853;-7.897.936.105.727.910;-351.782.011.985.769;PSF CENTRO;RUA MACIEL PINHEIRO;16;CENTRO;;55825000.0;PE;Paudalho;2016;5;-7.898.016;-3.517.310.870.000.000;R. Maciel Pinheiro, 16, Paudalho - PE, 55825-000, Brazil
31026;42620;2722100;-915.545;-355.359;UNIDADE DE SAUDE DA FAMILIA RENATA MARANHAO;CONJUNTO CICERO CAVALCANTE;S/N;ZONA URBANA;;57910000.0;AL;Matriz de Camaragibe;2016;5;-9.149.315;-355.250.751;Conj. Cícero Cavalcante, Matriz de Camaragibe - AL, 57910-000, Brazil
31027;42624;2721953;-901.106.588.188.022;-360.573.877.321.467;UNIDADE DE SAUDE DA FAMILIA DE BANANEIRAS;POVOADO DE BANANEIRAS;S/N;ZONA RURAL;(82)2851247;57860000.0;AL;São José da Laje;2016;5;-66.834.044;-355.876.697;Bananeiras - State of Paraíba, Brazil
31028;42529;2713659;-8.810.438.234.194.980;-359.311.226.193.514;UBS ORATORIO;RUA FLORO JOSE DOS SANTOS;S/N;CIDADE BAIXA;(81)36841144;55410000.0;PE;São Benedito do Sul;2016;5;-88.141.492;-359.342.292;R. Floro José dos Santos, São Benedito do Sul - PE, 55410-000, Brazil
31033;42527;2713772;-8.639.556.169.509.630;-352.695.250.511.159;PSF ARMANDO MONTEIRO QUEIROZ;AMELIA MONTEIRO;10;COCAU;;55570000.0;PE;Rio Formoso;2016;5;-86.666.328;-351.566.224;R. Amélia, Rio Formoso - PE, 55570-000, Brazil
31036;42550;2715570;-8.113;-35.015;USF GRUPIARA;RUA ALESSANDRA DAVI;57;BARRA DE JANGADA;81-3478-5918;54460150.0;PE;Jaboatão dos Guararapes;2016;5;-82.216.764;-349.451.498;Barra de Jangada, Jaboatão dos Guararapes - PE, Brazil
31039;42583;2719967;-101.203.099.965.728;-3.689.894.865.524.510;UNIDADE DE SAUDE DA FAMILIA URBANA;PRACA PADRE CICERO;S/N;ALTO DO CEMITERIO;(82)5551235;57380000.0;AL;São Brás;2016;5;-138.524.315;-400.902.166;Alto do Cemiterio, Jequié - BA, Brazil
31046;42455;2703963;-846.317;-3.557.669;PSF BOA VISTA;RUA AGAMENON MAGALHAES;460;BOA VISTA;( );55680000.0;PE;Bonito;2016;5;-84.667.874;-357.299.607;Av. Agamenon Magalhães, 460, Bonito - PE, 55680-000, Brazil
31048;42534;2713950;-790.739.893.913.246;-35.172.665.119.170.100;PSF DE CHA ALEGRE;SITIO CHA ALEGRE;30;CHA ALEGRE;;55825000.0;PE;Paudalho;2016;5;-7.941.930.200.000.000;-351.653.108;3749, - Estr. do Palacete, 3719, Paudalho - PE, 55825-000, Brazil
31050;42471;2705850;-795.508.861.541.725;-350.092.005.729.665;USF DE VILA RICA;RUA LAURINDO RABELO;240;VILA RICA;(81)34581822;54786100.0;PE;Camaragibe;2016;5;-7.950.882.999.999.990;-350.052.805;R. Laurindo Rabêlo, 240 - Vera Cruz, Camaragibe - PE, 54786-230, Brazil
31052;42516;2713179;-850.080.013.275.122;-35.436.615.943.907.700;PSF VI JOSE LOPES DE SIQUEIRA SANTOS;ENGENHO AGROVILA;S/N;AGROVILA;;55520000.0;PE;Ribeirão;2016;5;-85.135.139;-353.747.515;Ribeirão, Pernambuco, Ribeirão - State of Pernambuco, 55520-000, Brazil
31054;42468;2704978;-960.023.760.795.565;-37.770.352.363.585.200;UBS DR ULISSES LUNA;NOSSA SENHORA DA SAUDE BLOCO G;S/N;FAZENDINHA;(82)36861113;57460000.0;AL;Piranhas;2016;5;323.182.314;-86.902.298;Alabama, USA
31062;42509;2712946;-870.287.775.993.322;-35.701.081.752.776.100;POSTO DE SAUDE DE TABAIARE;RUA BELA AURORA;S/N;CENTRO;( );55400000.0;PE;Catende;2016;5;-86.696.507;-3.572.319.710.000.000;R. Bela Aurora, Catende - PE, 55400-000, Brazil
31063;42475;2707039;-776.078.939.437.844;-402.670.168.876.636;USF CENTRO;RUA 25 DE ABRIL;105;CENTRO;(87)38701074;56250000.0;PE;Trindade;2016;5;-7.759.714.499.999.990;-40.266.431;R. Vinte e Cinco de Abril, 105, Trindade - PE, 56250-000, Brazil
31065;42633;2722666;-9.013.639.999.999.990;-3.522.199.000.000.000;USF AMBROZINA SALES;RUA ANTONIO QUEIROZ COUTINHO;S/N;CENTRO;(82) 2961206;57955000.0;AL;Maragogi;2016;5;-89.856.009;-35.197.789;Rua Floriano Queiroz Coutinho, Maragogi - AL, 57955-000, Brazil
31066;42445;2703297;-778.005.838.394.142;-356.721.353.530.873;PSF DE TAMBOATA;DISTRITO DE TAMBOATA;S/N;DISTRITO;;55730000.0;PE;Bom Jardim;2016;5;-78.103.385;-3.566.783.030.000.000;Tamboatá, Bom Jardim - PE, 55730-000, Brazil
31067;42489;2711311;-847.339.868.545.508;-355.450.201.034.536;AMBULATORIO BERNARDINO VALENCA BORBA;AV RIO SERINHAEM;21;CENTRO;(81)36871158;55525000.0;PE;Cortês;2016;5;-84.726.032;-355.413.359;Cortês - State of Pernambuco, Brazil
31068;42645;2724693;-400.644.779.205.311;-40.749.235.153.197.100;UNIDADE BASICA DE SAUDE DE BARRO VERMELHO;SITIO BARRO VERMELHO;50;ZONA RURAL;;62365000.0;CE;Graça;2016;5;-40.420.563;-407.766.611;Graça - State of Ceará, Brazil
31070;42581;2719827;-946.315.526.962.253;-374.552.679.061.879;CENTRO DE SAUDE PEDRO VIEIRA REGO;RUA MANOEL DA ROCHA WANDERLEY;S/N;CENTRO;(82) 36341162;57515000.0;AL;Senador Rui Palmeira;2016;5;-94.701.876;-374.579.456;Senador Rui Palmeira - State of Alagoas, 57515-000, Brazil
31072;42646;2724537;-72.576.300.000.000.000;-3.914.925;POSTO DE SAUDE CONJ HAB CASIMIRO FARIAS;RUA ANTONIO PEREIRA LIMA;S/N;CASIMIRO FARIAS;;63200000.0;CE;Missão Velha;2016;5;-120.463.731;-77.042.754;Lima, Peru
31073;42600;2720876;-990.809.082.984.896;-365.764.689.445.485;POSTO DE SAUDE MALHADA DA ONCA;POVOADO MALHADA DA ONCA;S/N;ZONA RURAL;(82)5421355;57275000.0;AL;São Sebastião;2016;5;-9.930.862.999.999.990;-365.592.982;São Sebastião, State of Alagoas, 57275-000, Brazil
31074;42579;2719800;-9.170.215.129.852.020;-362.178.897.857.656;CENTRO DE SAUDE PADRE CICERO;RUA SERGIO DE BARROS;S/N;CENTRO;82 3289 -1213;57840000.0;AL;Santana do Mundaú;2016;5;-91.699.495;-362.218.221;R. Sérgio de Barros, Santana do Mundaú, 57840-000, Brazil
31076;42612;2721597;-10.004;-36.024;UBS SALOMAO BARBOSA DA SILVA;POVOADO FRANCA;S/N;ZONA RURAL;;57255000.0;AL;Jequiá da Praia;2016;5;-99.627.406;-360.621.671;Unnamed Road, Jequiá da Praia - AL, 57244-000, Brazil
31078;42630;2722488;-9.990.155.696.868.600;-36.561.126.708.983.200;UNIDADE SAUDE DA FAMILIA CANA BRAVA;POVOADO CANA BRAVA;0;ZONA RURAL;(82)5421355;57275000.0;AL;São Sebastião;2016;5;-9.633.333;-36.483.333;Cana-Brava, Taquarana - AL, 57640-000, Brazil
31080;42593;2721031;-100.584.949.600.009;-368.067.459.676.714;POSTO DE SAUDE POCO COMPRIDO;POVOADO POCO COMPRIDO;S/N;ZONA RURAL;(82)5350113;57390000.0;AL;Olho d'Água Grande;2016;5;-100.504.111;-367.547.274;Poço Comprido, Olho d'Água Grande - AL, 57390-000, Brazil
31081;42592;2720949;-10.058;-36.817;POSTO DE SAUDE OLHO DAGUA PEQUENO;POVOADO OLHO DAGUA PEQUENO;S/N;ZONA RURAL;(82)5350113;57390000.0;AL;Olho d'Água Grande;2016;5;-100.572.517;-368.149.959;Olho d'Água Grande - State of Alagoas, 57390-000, Brazil
31084;42659;2725614;-7.336.903.810.500.870;-3.910.823.822.021.370;POSTO DE SAUDE DE SERRA MAOZINHA;SITIO SERRA DO MAOZINHA;S/N;ZONA RURAL;;63200000.0;CE;Missão Velha;2016;5;-7.249.680.100.000.000;-391.402.612;Missão Velha, State of Ceará, 63200-000, Brazil
31086;42518;2713373;-8.378.487;-354.507.729.209.957;PSF ESTIVAS;ENGENHO ESTIVAS;S/N;ENGENHO ESTIVAS;;55515000.0;PE;Amaraji;2016;5;-83.748.772;-354.551.341;Amaraji, State of Pernambuco, 55515-000, Brazil
31088;42614;2721635;-10.004;-36.024;USF SINIMBU II;USINA SINIMBU;S/N;ZONA RURAL;;57255000.0;AL;Jequiá da Praia;2016;5;-98.848.776;-36.157.577;R. da Usina, 604-754, Jequiá da Praia - AL, 57244-000, Brazil
31090;42560;2717530;-72.148.600.000.000.000;-3.931.284;UBS FRANCISCANOS I;RUA SAO BENTO;1167;FRANCISCANOS;88 35111175;63010010.0;CE;Juazeiro do Norte;2016;5;-7.214.064.899.999.990;-393.119.958;R. São Bento, 1167 - Franciscanos, Juazeiro do Norte - CE, 63020-050, Brazil
31092;42596;2720914;-9.9;-36.678.000.000.000.000;UNIDADE DE SAUDE DA FAMILIA MUMBACA;POVOADO MUMBACA;S/N;ZONA RURAL;(82) 5241100;57340000.0;AL;Feira Grande;2016;5;-99.076.027;-366.501.935;AL-485, 35, Feira Grande - AL, 57340-000, Brazil
